authors,title,publication_year,doi,url
Aldo GangemiMehwish AlamLuigi AsprinoValentina PresuttiDiego Reforgiato Recupero,Framester: A Wide Coverage Linguistic Linked Data Hub,2016,https://doi.org/10.1007/978-3-319-49004-5_16,http://link.springer.com/chapter/10.1007/978-3-319-49004-5_16
Andrea Giovanni NuzzoleseAldo GangemiValentina PresuttiPaolo Ciancarini,Encyclopedic Knowledge Patterns from Wikipedia Links,2011,https://doi.org/10.1007/978-3-642-25073-6_33,http://link.springer.com/chapter/10.1007/978-3-642-25073-6_33
Zhiyuan LiuYankai LinMaosong Sun,World Knowledge Representation,2020,https://doi.org/10.1007/978-981-15-5573-2_7,http://link.springer.com/chapter/10.1007/978-981-15-5573-2_7
Mingyang LiYao ShiZhigang WangYongbin Liu,Building a Large-Scale Cross-Lingual Knowledge Base from Heterogeneous Online Wikis,2015,https://doi.org/10.1007/978-3-319-25207-0_37,http://link.springer.com/chapter/10.1007/978-3-319-25207-0_37
Dieter FenselUmutcan ŞimşekKevin AngeleElwin HuamanElias KärleOleksandra PanasiukIoan TomaJürgen UmbrichAlexander Wahler,How to Use a Knowledge Graph,2020,https://doi.org/10.1007/978-3-030-37439-6_3,http://link.springer.com/chapter/10.1007/978-3-030-37439-6_3
Aldo Gangemi,A Comparison of Knowledge Extraction Tools for the Semantic Web,2013,https://doi.org/10.1007/978-3-642-38288-8_24,http://link.springer.com/chapter/10.1007/978-3-642-38288-8_24
Stefan Falke,Developing a Knowledge Graph for a Question Answering System to Answer Natural Language Questions on German Grammar,2019,https://doi.org/10.1007/978-3-030-32327-1_39,http://link.springer.com/chapter/10.1007/978-3-030-32327-1_39
José Moreno-VegaAidan Hogan,GraFa: Scalable Faceted Browsing for RDF Graphs,2018,https://doi.org/10.1007/978-3-030-00671-6_18,http://link.springer.com/chapter/10.1007/978-3-030-00671-6_18
Nicola FerroCarol Peters,From Multilingual to Multimodal: The Evolution of CLEF over Two Decades,2019,https://doi.org/10.1007/978-3-030-22948-1_1,http://link.springer.com/chapter/10.1007/978-3-030-22948-1_1
Meng WangGuilin QiHaoFen WangQiushuo Zheng,Richpedia: A Comprehensive Multi-modal Knowledge Graph,2020,https://doi.org/10.1007/978-3-030-41407-8_9,http://link.springer.com/chapter/10.1007/978-3-030-41407-8_9
Cao LiuShizhu HeHang YangKang LiuJun Zhao,Unsupervised Joint Entity Linking over Question Answering Pair with Global Knowledge,2017,https://doi.org/10.1007/978-3-319-69005-6_23,http://link.springer.com/chapter/10.1007/978-3-319-69005-6_23
Endri KacupajShyamnath PremnadhKuldeep SinghJens LehmannMaria Maleshkova,VOGUE: Answer Verbalization Through Multi-Task Learning,2021,https://doi.org/10.1007/978-3-030-86523-8_34,http://link.springer.com/chapter/10.1007/978-3-030-86523-8_34
Dominic OldmanDiana Tanase,"Reshaping the Knowledge Graph by Connecting Researchers, Data and Practices in ResearchSpace",2018,https://doi.org/10.1007/978-3-030-00668-6_20,http://link.springer.com/chapter/10.1007/978-3-030-00668-6_20
Andreas BothKuldeep SinghDennis DiefenbachIoanna Lytra,Rapid Engineering of QA Systems Using the Light-Weight Qanary Architecture,2017,https://doi.org/10.1007/978-3-319-60131-1_40,http://link.springer.com/chapter/10.1007/978-3-319-60131-1_40
Wei HuHaoxuan LiZequn SunXinqi QianLingkun XueErmei CaoYuzhong Qu,Clinga: Bringing Chinese Physical and Human Geography in Linked Open Data,2016,https://doi.org/10.1007/978-3-319-46547-0_11,http://link.springer.com/chapter/10.1007/978-3-319-46547-0_11
Amit JoshiLuis Gonzalez MoralesSzymon KlarmanArmando StellatoAaron HeltonSean LovellArtur Haczek,A Knowledge Organization System for the United Nations Sustainable Development Goals,2021,https://doi.org/10.1007/978-3-030-77385-4_33,http://link.springer.com/chapter/10.1007/978-3-030-77385-4_33
Thang Hoang TaChutiporn Anutariya,A Model for Enriching Multilingual Wikipedias Using Infobox and Wikidata Property Alignment,2015,https://doi.org/10.1007/978-3-319-15615-6_25,http://link.springer.com/chapter/10.1007/978-3-319-15615-6_25
Andrés Domínguez BurgosKoen KerremansRita Temmerman,Asking the Right Question: How to Transform Multilingual Unstructured Data to Query Semantic Databases,2012,https://doi.org/10.1007/978-3-642-33618-8_35,http://link.springer.com/chapter/10.1007/978-3-642-33618-8_35
Antoine AmarilliLuis GalárragaNicoleta PredaFabian M. Suchanek,Recent Topics of Research around the YAGO Knowledge Base,2014,https://doi.org/10.1007/978-3-319-11116-2_1,http://link.springer.com/chapter/10.1007/978-3-319-11116-2_1
MegawatiSaemi JangMun Yong Yi,Utilization of DBpedia Mapping in Cross Lingual Wikipedia Infobox Completion,2016,https://doi.org/10.1007/978-3-319-50127-7_25,http://link.springer.com/chapter/10.1007/978-3-319-50127-7_25
Kristian SlabbekoornLaura HollinkGeert-Jan Houben,Domain-Aware Ontology Matching,2012,https://doi.org/10.1007/978-3-642-35176-1_34,http://link.springer.com/chapter/10.1007/978-3-642-35176-1_34
Kun XuSheng ZhangYansong FengDongyan Zhao,Answering Natural Language Questions via Phrasal Semantic Parsing,2014,https://doi.org/10.1007/978-3-662-45924-9_30,http://link.springer.com/chapter/10.1007/978-3-662-45924-9_30
Abdulhussain E. Mahdi,KEYSTONE Activities and Results Overview on Enabling Mobility & Fostering Collaborations Through STSM,2018,https://doi.org/10.1007/978-3-319-74497-1_24,http://link.springer.com/chapter/10.1007/978-3-319-74497-1_24
Jose L. Martinez-RodriguezIvan Lopez-ArevaloAna B. Rios-AlvaradoJulio HernandezEdwin Aldana-Bobadilla,Extraction of RDF Statements from Text,2019,https://doi.org/10.1007/978-3-030-21395-4_7,http://link.springer.com/chapter/10.1007/978-3-030-21395-4_7
Guillaume BernardCyrille SuireCyril FaucherAntoine Doucet,A Comprehensive Extraction of Relevant Real-World-Event Qualifiers for Semantic Search Engines,2021,https://doi.org/10.1007/978-3-030-86324-1_19,http://link.springer.com/chapter/10.1007/978-3-030-86324-1_19
Filip IlievskiPedro SzekelyBin Zhang,CSKG: The CommonSense Knowledge Graph,2021,https://doi.org/10.1007/978-3-030-77385-4_41,http://link.springer.com/chapter/10.1007/978-3-030-77385-4_41
Sven StrobelPaloma Marín-Arraiza,Metadata for Scientific Audiovisual Media: Current Practices and Perspectives of the TIB|AV-Portal,2015,https://doi.org/10.1007/978-3-319-24129-6_14,http://link.springer.com/chapter/10.1007/978-3-319-24129-6_14
Carol PetersMartin BraschlerPaul Clough,Applications of Multilingual Information Access,2012,https://doi.org/10.1007/978-3-642-23008-0_6,http://link.springer.com/chapter/10.1007/978-3-642-23008-0_6
Himanshu SharmaNeeraj KumarGovind K. JhaK. G. Sharma,A Natural Language Interface Based on Machine Learning Approach,2011,https://doi.org/10.1007/978-3-642-22543-7_56,http://link.springer.com/chapter/10.1007/978-3-642-22543-7_56
Ugo PagalloMonica PalmiraniPompeu CasanovasGiovanni SartorSerena Villata,"Introduction: Legal and Ethical Dimensions of AI, NorMAS, and the Web of Data",2018,https://doi.org/10.1007/978-3-030-00178-0_1,http://link.springer.com/chapter/10.1007/978-3-030-00178-0_1
Serge LinckelsChristoph Meinel,Semantic Web and Ontologies,2011,https://doi.org/10.1007/978-3-642-17743-9_2,http://link.springer.com/chapter/10.1007/978-3-642-17743-9_2
Valentina Janev,Semantic Intelligence in Big Data Applications,2021,https://doi.org/10.1007/978-3-030-76387-9_4,http://link.springer.com/chapter/10.1007/978-3-030-76387-9_4
Gianluca DemartiniIliya EnchevMarcin WylotJoël GapanyPhilippe Cudré-Mauroux,BowlognaBench—Benchmarking RDF Analytics,2012,https://doi.org/10.1007/978-3-642-34044-4_5,http://link.springer.com/chapter/10.1007/978-3-642-34044-4_5
Vivek Anandan RamachandranIlango Krishnamurthi,TANLION – TAmil Natural Language Interface for Querying ONtologies,2014,https://doi.org/10.1007/978-3-319-06826-8_8,http://link.springer.com/chapter/10.1007/978-3-319-06826-8_8
Silvio Peroni,Semantic Data Interfaces for the Masses,2014,https://doi.org/10.1007/978-3-319-04777-5_6,http://link.springer.com/chapter/10.1007/978-3-319-04777-5_6
Troels AndreasenGuy De TréJanusz KacprzykHenrik Legind LarsenGloria BordognaSławomir Zadrożny,Perspectives and Views of Flexible Query Answering,2021,https://doi.org/10.1007/978-3-030-86967-0_1,http://link.springer.com/chapter/10.1007/978-3-030-86967-0_1
Nuno LopesRebecca GrantBrian Ó RaghallaighEoghan Ó CarragáinSandra CollinsStefan Decker,Linked Logainm: Enhancing Library Metadata Using Linked Data of Irish Place Names,2014,https://doi.org/10.1007/978-3-319-08425-1_7,http://link.springer.com/chapter/10.1007/978-3-319-08425-1_7
Zhiyuan LiuXianpei Han,Deep Learning in Knowledge Graph,2018,https://doi.org/10.1007/978-981-10-5209-5_5,http://link.springer.com/chapter/10.1007/978-981-10-5209-5_5
Krisztian Balog,Introduction,2018,https://doi.org/10.1007/978-3-319-93935-3_1,http://link.springer.com/chapter/10.1007/978-3-319-93935-3_1
Fabien AmargerOllivier HaemmerléNathalie HernandezCamille Pradel,Taking SPARQL 1.1 Extensions into Account in the SWIP System,2013,https://doi.org/10.1007/978-3-642-35786-2_7,http://link.springer.com/chapter/10.1007/978-3-642-35786-2_7
Tianxing WuShaowei LingGuilin QiHaofen Wang,Mining Type Information from Chinese Online Encyclopedias,2015,https://doi.org/10.1007/978-3-319-15615-6_16,http://link.springer.com/chapter/10.1007/978-3-319-15615-6_16
Michael K. Bergman,Platforms and Knowledge Management,2018,https://doi.org/10.1007/978-3-319-98092-8_12,http://link.springer.com/chapter/10.1007/978-3-319-98092-8_12
Anil SharmaSuresh Kumar,Semantic Web-Based Information Retrieval Models: A Systematic Survey,2020,https://doi.org/10.1007/978-981-15-5830-6_18,http://link.springer.com/chapter/10.1007/978-981-15-5830-6_18
Andrew WalkerAndrew StarkeyJeff Z. PanAdvaith Siddharthan,Making Test Corpora for Question Answering More Representative,2014,https://doi.org/10.1007/978-3-319-11382-1_1,http://link.springer.com/chapter/10.1007/978-3-319-11382-1_1
Jiawang XieZhenhao DongQinghua WenHongyin ZhuHailong JinLei HouJuanzi Li,Construction of Multimodal Chinese Tourism Knowledge Graph,2021,https://doi.org/10.1007/978-981-16-5943-0_2,http://link.springer.com/chapter/10.1007/978-981-16-5943-0_2
Philipp CimianoChristina Unger,Multilingualität und Linked Data,2014,https://doi.org/10.1007/978-3-642-30274-9_7,http://link.springer.com/chapter/10.1007/978-3-642-30274-9_7
Gerald SchimakLuca PetronzioTomas Pariente Lobo,Approaching Cross-Domain Search in Environmental Applications – Towards Linked Data,2013,https://doi.org/10.1007/978-3-642-41151-9_8,http://link.springer.com/chapter/10.1007/978-3-642-41151-9_8
David LewisAlexander O’ConnorSebastien MolinesLeroy FinnDominic JonesStephen CurranSéamus Lawless,Linking Localisation and Language Resources,2012,https://doi.org/10.1007/978-3-642-28249-2_5,http://link.springer.com/chapter/10.1007/978-3-642-28249-2_5
Rumana Ferdous MunneRyutaro Ichise,Joint Entity Summary and Attribute Embeddings for Entity Alignment Between Knowledge Graphs,2020,https://doi.org/10.1007/978-3-030-61705-9_10,http://link.springer.com/chapter/10.1007/978-3-030-61705-9_10
Tieke HeYu LiZhipeng ZouQing Wu,L2R-QA: An Open-Domain Question Answering Framework,2019,https://doi.org/10.1007/978-3-030-36204-1_12,http://link.springer.com/chapter/10.1007/978-3-030-36204-1_12
Alessandro PiscopoChris PhetheanElena Simperl,What Makes a Good Collaborative Knowledge Graph: Group Composition and Quality in Wikidata,2017,https://doi.org/10.1007/978-3-319-67217-5_19,http://link.springer.com/chapter/10.1007/978-3-319-67217-5_19
Philipp CimianoChristian ChiarcosJohn P. McCraeJorge Gracia,Introduction,2020,https://doi.org/10.1007/978-3-030-30225-2_1,http://link.springer.com/chapter/10.1007/978-3-030-30225-2_1
Mohammed MustafaHussein Suleman,Mixed Language Arabic-English Information Retrieval,2015,https://doi.org/10.1007/978-3-319-18117-2_32,http://link.springer.com/chapter/10.1007/978-3-319-18117-2_32
Bo XuYi ZhangJiaqing LiangYanghua XiaoSeung-won HwangWei Wang,Cross-Lingual Type Inference,2016,https://doi.org/10.1007/978-3-319-32025-0_28,http://link.springer.com/chapter/10.1007/978-3-319-32025-0_28
Nitisha Jain,Domain-Specific Knowledge Graph Construction for Semantic Analysis,2020,https://doi.org/10.1007/978-3-030-62327-2_40,http://link.springer.com/chapter/10.1007/978-3-030-62327-2_40
David W. EmbleyStephen W. LiddleDeryle W. LonsdaleYuri Tijerino,Multilingual Ontologies for Cross-Language Information Extraction and Semantic Search,2011,https://doi.org/10.1007/978-3-642-24606-7_12,http://link.springer.com/chapter/10.1007/978-3-642-24606-7_12
Khadija ElbedweihySuvodeep MazumdarStuart N. WrigleyFabio Ciravegna,NL-Graphs: A Hybrid Approach toward Interactively Querying Semantic Data,2014,https://doi.org/10.1007/978-3-319-07443-6_38,http://link.springer.com/chapter/10.1007/978-3-319-07443-6_38
Mario Arias GallegoOscar CorchoJavier D. FernándezMiguel A. Martínez-PrietoMari Carmen Suárez-Figueroa,Compressing Semantic Metadata for Efficient Multimedia Retrieval,2013,https://doi.org/10.1007/978-3-642-40643-0_2,http://link.springer.com/chapter/10.1007/978-3-642-40643-0_2
Luigi AsprinoAldo GangemiAndrea Giovanni NuzzoleseValentina PresuttiDiego Reforgiato RecuperoAlessandro Russo,Ontology-Based Knowledge Management for Comprehensive Geriatric Assessment and Reminiscence Therapy on Social Robots,2019,https://doi.org/10.1007/978-3-030-05249-2_6,http://link.springer.com/chapter/10.1007/978-3-030-05249-2_6
Zhigang WangLiangming PanJuanzi LiShuangjie LiMingyang LiJie Tang,Boosting to Build a Large-Scale Cross-Lingual Ontology,2016,https://doi.org/10.1007/978-981-10-3168-7_5,http://link.springer.com/chapter/10.1007/978-981-10-3168-7_5
Haofen WangZhijia FangLe ZhangJeff Z. PanTong Ruan,Effective Online Knowledge Graph Fusion,2015,https://doi.org/10.1007/978-3-319-25007-6_17,http://link.springer.com/chapter/10.1007/978-3-319-25007-6_17
Bernardo CuteriKristian RealeFrancesco Ricca,A Logic-Based Question Answering System for Cultural Heritage,2019,https://doi.org/10.1007/978-3-030-19570-0_35,http://link.springer.com/chapter/10.1007/978-3-030-19570-0_35
Sven Groppe,Semantic Web,2011,https://doi.org/10.1007/978-3-642-19357-6_2,http://link.springer.com/chapter/10.1007/978-3-642-19357-6_2
Dèlia Fernàndez-CañellasJoan Marco RimmekJoan EspadalerBlai GaroleraAdrià BarjaMarc CodinaMarc SastreXavier Giro-i-NietoJuan Carlos RiveiroElisenda Bou-Balust,Enhancing Online Knowledge Graph Population with Semantic Knowledge,2020,https://doi.org/10.1007/978-3-030-62419-4_11,http://link.springer.com/chapter/10.1007/978-3-030-62419-4_11
Radu Hans FlorianJoseph OliveCaitlin ChristiansonJohn McCary,Distillation,2011,https://doi.org/10.1007/978-1-4419-7713-7_4,http://link.springer.com/chapter/10.1007/978-1-4419-7713-7_4
Petr BaudišJan Šedivý,Modeling of the Question Answering Task in the YodaQA System,2015,https://doi.org/10.1007/978-3-319-24027-5_20,http://link.springer.com/chapter/10.1007/978-3-319-24027-5_20
Henry Rosales-MéndezAidan HoganBarbara Poblete,VoxEL: A Benchmark Dataset for Multilingual Entity Linking,2018,https://doi.org/10.1007/978-3-030-00668-6_11,http://link.springer.com/chapter/10.1007/978-3-030-00668-6_11
Zequn SunWei HuChengkai Li,Cross-Lingual Entity Alignment via Joint Attribute-Preserving Embedding,2017,https://doi.org/10.1007/978-3-319-68288-4_37,http://link.springer.com/chapter/10.1007/978-3-319-68288-4_37
Jan PortischMichael HladikHeiko Paulheim,Background Knowledge in Schema Matching: Strategy vs. Data,2021,https://doi.org/10.1007/978-3-030-88361-4_17,http://link.springer.com/chapter/10.1007/978-3-030-88361-4_17
Armando StellatoSachit RajbhandariAndrea TurbatiManuel FiorelliCaterina CaraccioloTiziano LorenzettiJohannes KeizerMaria Teresa Pazienza,VocBench: A Web Application for Collaborative Development of Multilingual Thesauri,2015,https://doi.org/10.1007/978-3-319-18818-8_3,http://link.springer.com/chapter/10.1007/978-3-319-18818-8_3
Kristin StockClaudia Cialone,An Approach to the Management of Multiple Aligned Multilingual Ontologies for a Geospatial Earth Observation System,2011,https://doi.org/10.1007/978-3-642-20630-6_4,http://link.springer.com/chapter/10.1007/978-3-642-20630-6_4
Gonenc ErcanShady ElbassuoniKatja Hose,Retrieving Textual Evidence for Knowledge Graph Facts,2019,https://doi.org/10.1007/978-3-030-21348-0_4,http://link.springer.com/chapter/10.1007/978-3-030-21348-0_4
Patrice BellotAntoine DoucetShlomo GevaSairam GurajadaJaap KampsGabriella KazaiMarijn KoolenArunav MishraVéronique MoriceauJosiane MotheMichael PremingerEric SanJuanRalf SchenkelXavier TannierMartin TheobaldMatthew Trappett,Overview of INEX 2013,2013,https://doi.org/10.1007/978-3-642-40802-1_27,http://link.springer.com/chapter/10.1007/978-3-642-40802-1_27
Antoine BordesJason WestonNicolas Usunier,Open Question Answering with Weakly Supervised Embedding Models,2014,https://doi.org/10.1007/978-3-662-44848-9_11,http://link.springer.com/chapter/10.1007/978-3-662-44848-9_11
Gerhard WeikumJohannes HoffartFabian Suchanek,Knowledge Harvesting: Achievements and Challenges,2019,https://doi.org/10.1007/978-3-319-91908-9_13,http://link.springer.com/chapter/10.1007/978-3-319-91908-9_13
Dèlia Fernàndez-CañellasJoan EspadalerDavid RodriguezBlai GaroleraGemma CanetAleix ColomJoan Marco RimmekXavier Giro-i-NietoElisenda BouJuan Carlos Riveiro,VLX-Stories: Building an Online Event Knowledge Base with Emerging Entity Detection,2019,https://doi.org/10.1007/978-3-030-30796-7_24,http://link.springer.com/chapter/10.1007/978-3-030-30796-7_24
Hsuehkuan LuYixin CaoHou LeiJuanzi Li,Knowledge-Enhanced Bilingual Textual Representations for Cross-Lingual Semantic Textual Similarity,2019,https://doi.org/10.1007/978-981-15-0118-0_33,http://link.springer.com/chapter/10.1007/978-981-15-0118-0_33
Kouji KozakiRiichiro Mizoguchi,A Keyword Exploration for Retrieval from Biomimetics Databases,2015,https://doi.org/10.1007/978-3-319-15615-6_27,http://link.springer.com/chapter/10.1007/978-3-319-15615-6_27
